omc_id,sample_name,non_human_reads,total_reads,kraken_human_reads,collection_date,visit_number,biosample_type,biosample_site,biosample_side,biosample_alias,collection_medium_tube,tube_lot,added_medium,added_medium_lot,swab_type,swab_lot,extraction_kit,lysozyme_treatment,sample_volume,host_depletion,host_depletion_kit,nucleic_acid_concentration,sequencing_date,seq_plate_number,seq_batch_plate_location,seq_plate_location,sequencing_lane,individual_id,microbial_standard
jhu00684,062GS_Conj_L_3_5_S24,53086,26857316,12538,2025-05-21,,Human Ocular Surface,Conj,Left,S24,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,1.7 ng/ul,,3,E05 E5,,,,False
jhu00685,062GS_Conj_L_5_S9,52224,19507890,9558,2025-03-05,,Human Ocular Surface,Conj,Left,S9,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,1.4 ng/ul,,3,D10 D10,,,,False
jhu00695,063KO_Conj_R_2_5_S13,149174,14539696,8096,2025-04-02,,Human Ocular Surface,Conj,Right,S13,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,2.5 ng/ul,,3,C12 C12,,,,False
jhu00696,063KO_Conj_R_3_5_S23,133160,34350122,16100,2025-04-09,,Human Ocular Surface,Conj,Right,S23,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,3 ng/ul,,3,D03 D3,,,,False
jhu00697,063KO_Conj_R_6_S172,125904,5589258,1830,2025-03-26,,Human Ocular Surface,Conj,Right,S172,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,2.3 ng/ul,,3,C09 C9,,,,False
jhu00705,065AN_Conj_L_2_6_S182,75610,6290666,2506,2025-04-02,,Human Ocular Surface,Conj,Left,S182,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,1.4 ng/ul,,3,F02 F2,,,,False
jhu00706,065AN_Conj_L_3_6_S99,168748,18903756,7226,2025-04-09,,Human Ocular Surface,Conj,Left,S99,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,1.4 ng/ul,,3,F05 F5,,,,False
jhu00707,065AN_Conj_L_5_S83,52794,17939042,8290,2025-03-26,,Human Ocular Surface,Conj,Left,S83,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,1.5 ng/ul,,3,E11 E11,,,,False
jhu00717,067DA_Conj_L_2_5_S88,87970,35292560,12888,2025-04-16,,Human Ocular Surface,Conj,Left,S88,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,2.6 ng/ul,,3,G02 G2,,,,False
jhu00718,067DA_Conj_L_3_5_S8,119522,28495898,14668,2025-04-30,,Human Ocular Surface,Conj,Left,S8,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,2.4 ng/ul,,3,G05 G5,,,,False
jhu00719,067DA_Conj_L_5_S35,60528,17599350,7008,2025-04-02,,Human Ocular Surface,Conj,Left,S35,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,1.2 ng/ul,,3,F11 F11,,,,False
jhu00729,068DO_Conj_R_2_7_S204,936382,124044504,41996,2025-04-16,,Human Ocular Surface,Conj,Right,S204,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,1.3 ng/ul,,3,H02 H2,,,,False
jhu00730,068DO_Conj_R_3_6_S101,492056,19637380,7816,2025-04-23,,Human Ocular Surface,Conj,Right,S101,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,0.3 ng/ul,,3,H05 H5,,,,False
jhu00731,068DO_Conj_R_5_S92,36846,11545286,4684,2025-04-09,,Human Ocular Surface,Conj,Right,S92,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,1.1 ng/ul,,3,G11 G11,,,,False
jhu00741,069MM_Conj_L_2_7_S241,1005532,132203706,43828,2025-04-16,,Human Ocular Surface,Conj,Left,S241,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,1.5 ng/ul,,4,A04 A4,,,,False
jhu00742,069MM_Conj_L_3_8_S304,1812490,73489404,20564,2025-04-23,,Human Ocular Surface,Conj,Left,S304,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,2.9 ng/ul,,4,A07 A7,,,,False
jhu00743,069MM_Conj_L_8_S305,2072242,93320530,29968,2025-04-09,,Human Ocular Surface,Conj,Left,S305,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,1.8 ng/ul,,4,A01 A1,,,,False
jhu00753,070RD_Conj_R_2_8_S374,2345600,92439852,39740,2025-04-23,,Human Ocular Surface,Conj,Right,S374,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,2.5 ng/ul,,4,B04 B4,,,,False
jhu00754,070RD_Conj_R_3_6_S103,478006,56331926,17276,2025-04-30,,Human Ocular Surface,Conj,Right,S103,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,1 ng/ul,,4,B07 B7,,,,False
jhu00755,070RD_Conj_R_5_S78,226962,76790290,30126,2025-04-16,,Human Ocular Surface,Conj,Right,S78,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,1.9 ng/ul,,4,B01 B1,,,,False
jhu00765,071OA_Conj_L_2_7_S233,1054772,73305156,25848,2025-04-23,,Human Ocular Surface,Conj,Left,S233,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,1.5 ng/ul,,4,C04 C4,,,,False
jhu00766,071OA_Conj_L_3_7_S265,1034224,76781388,24790,2025-04-30,,Human Ocular Surface,Conj,Left,S265,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,1.1 ng/ul,,4,C07 C7,,,,False
jhu00767,071OA_Conj_L_8_S342,1371876,6853310,4406,2025-04-16,,Human Ocular Surface,Conj,Left,S342,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,1.3 ng/ul,,4,C01 C1,,,,False
jhu00777,073DG_Conj_R_2_7_S278,1006584,104227628,36432,2025-05-14,,Human Ocular Surface,Conj,Right,S278,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,2.4 ng/ul,,4,D04 D4,,,,False
jhu00778,073DG_Conj_R_3_5_S42,114698,40795872,16664,2025-05-21,,Human Ocular Surface,Conj,Right,S42,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,1.4 ng/ul,,4,D07 D7,,,,False
jhu00779,073DG_Conj_R_7_S270,1118278,69534844,25982,2025-04-30,,Human Ocular Surface,Conj,Right,S270,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,2.1 ng/ul,,4,D01 D1,,,,False
jhu00789,074GM_Conj_L_2_7_S195,1201526,77016326,24594,2025-05-14,,Human Ocular Surface,Conj,Left,S195,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,0.7 ng/ul,,4,E01 E1,,,,False
jhu00790,074GM_Conj_L_3_7_S260,1061776,59680956,18518,2025-05-21,,Human Ocular Surface,Conj,Left,S260,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,1.3 ng/ul,,4,E04 E4,,,,False
jhu00791,074GM_Conj_L_8_S336,19626,212010,72,2025-04-30,,Human Ocular Surface,Conj,Left,S336,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,6.6 ng/ul,,4,D10 D10,,,,False
jhu00799,075SR_Conj_R_6_S169,181076,25623726,10768,2025-05-13,,Human Ocular Surface,Conj,Right,S169,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,2.2 ng/ul,,2,S1304-SC3 H7,,,,False
jhu00803,076JD_Conj_L_5_S53,128028,37917386,13588,2025-05-14,,Human Ocular Surface,Conj,Left,S53,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,2.7 ng/ul,,4,F07 F7,,,,False
jhu00807,077SA_Conj_R_5_S77,159750,34983954,15428,2025-05-14,,Human Ocular Surface,Conj,Right,S77,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,2 ng/ul,,4,E11 E11,,,,False
jhu00812,078KL_Conj_L_6_S136,499802,47478226,14898,2025-05-14,,Human Ocular Surface,Conj,Left,S136,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,1.7 ng/ul,,4,F10 F10,,,,False
jhu00815,079RB_Conj_R_6_S113,573110,53190634,17222,2025-05-20,,Human Ocular Surface,Conj,Right,S113,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,1.4 ng/ul,,4,G02 G2,,,,False
jhu00819,080IO_Conj_L_6_S168,519232,62904386,20794,2025-05-21,,Human Ocular Surface,Conj,Left,S168,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,1 ng/ul,,4,F02 F2,,,,False
jhu00822,081JA_Conj_R_6_S161,532352,47044384,16244,2025-05-21,,Human Ocular Surface,Conj,Right,S161,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,1.3 ng/ul,,4,G06 G6,,,,False
jhu00826,082EB_Conj_L_6_S109,514844,70846742,23510,2025-05-28,,Human Ocular Surface,Conj,Left,S109,,CB001,,,,,Zymo Miniprep Kit,,50 ul,,,1.3 ng/ul,,4,G11 G11,,,,False
jhu00830,083JL_Conj_R_6_S114,2136952,63629692,19826,2025-05-28,,Human Ocular Surface,Conj,Right,S114,,CB001,,,,,Zymo Miniprep Kit,,50 ul,,,0.8 ng/ul,,4,H02 H2,,,,False
jhu00833,084MZ_Conj_L_6_S95,859620,58917568,19352,2025-05-28,,Human Ocular Surface,Conj,Left,S95,,CB001,,,,,Zymo Miniprep Kit,,50 ul,,,2.5 ng/ul,,4,H06 H6,,,,False
